code,relative value,pc/tc split,schedule
62287,11.36,,medical
62290,1.55,,medical
62291,1.64,,medical
62292,9.09,,medical
62294,1.73,,medical
62302,1.96,,medical
62303,2.00,,medical
62304,1.93,,medical
62305,2.10,,medical
62320,1.73,,medical
62321,2.00,,medical
62322,1.50,,medical
62323,1.97,,medical
62324,2.00,,medical
62325,1.73,,medical
62326,1.24,,medical
62327,1.81,,medical
62350,10.00,,medical
62351,11.82,,medical
62355,4.55,,medical
62360,4.73,,medical
62361,4.73,,medical
62362,5.00,,medical
62365,3.00,,medical
62367,0.34,,medical
62368,0.46,,medical
62369,1.04,,medical
62370,1.09,,medical
62380,6.75,,medical
63001,12.73,,medical
63003,14.55,,medical
63005,12.27,,medical
63011,13.82,,medical
63012,14.55,,medical
63015,15.64,,medical
63016,16.36,,medical
63017,15.64,,medical
63020,14.36,,medical
63030,13.91,,medical
63035,4.55,,medical
63040,16.27,,medical
63042,15.64,,medical
63043,5.45,,medical
63044,5.18,,medical
63045,17.27,,medical
63046,16.82,,medical
63047,16.82,,medical
63048,5.45,,medical
63050,18.37,,medical
63051,20.91,,medical
63055,18.64,,medical
63056,17.09,,medical
63057,6.18,,medical
63064,15.64,,medical
63066,5.18,,medical
63075,14.36,,medical
63076,4.82,,medical
63077,13.64,,medical
63078,4.55,,medical
63081,17.27,,medical
63082,5.73,,medical
63085,17.27,,medical
63086,5.73,,medical
63087,16.55,,medical
63088,5.55,,medical
63090,16.36,,medical
63091,5.45,,medical
63101,20.91,,medical
63102,20.91,,medical
63103,6.91,,medical
63170,13.82,,medical
63172,15.27,,medical
63173,16.82,,medical
63180,13.82,,medical
63182,16.55,,medical
63185,13.82,,medical
63190,16.55,,medical
63191,12.36,,medical
63194,11.59,,medical
63195,11.59,,medical
63196,13.36,,medical
63197,12.82,,medical
63198,14.55,,medical
63199,14.55,,medical
63200,14.55,,medical
63250,14.91,,medical
63251,13.82,,medical
63252,17.46,,medical
63265,14.55,,medical
63266,14.55,,medical
63267,13.09,,medical
63268,11.09,,medical
63270,15.27,,medical
63271,15.27,,medical
63272,16.36,,medical
63273,13.82,,medical
63275,16.73,,medical
63276,16.73,,medical
63277,15.27,,medical
63278,12.91,,medical
63280,18.18,,medical
63281,18.18,,medical
63282,20.00,,medical
63283,15.46,,medical
63285,20.00,,medical
63286,20.00,,medical
63287,21.82,,medical
63290,31.65,,medical
63295,3.00,,medical
63300,11.27,,medical
63301,11.64,,medical
63302,11.64,,medical
63303,11.64,,medical
63304,11.27,,medical
63305,11.64,,medical
63306,11.64,,medical
63307,11.64,,medical
63308,3.91,,medical
63600,9.09,,medical
63610,7.27,,medical
63615,11.82,,medical
63620,6.18,,medical
63621,2.00,,medical
63650,13.36,,medical
63655,15.27,,medical
63661,6.36,,medical
63662,11.36,,medical
63663,9.27,,medical
63664,12.46,,medical
63685,5.50,,medical
63688,4.55,,medical
63700,10.91,,medical
63702,11.82,,medical
63704,12.73,,medical
63706,13.18,,medical
63707,13.64,,medical
63709,14.55,,medical
63710,12.73,,medical
63740,10.91,,medical
63741,5.91,,medical
63744,5.45,,medical
63746,4.09,,medical
64400,0.41,,medical
64402,0.55,,medical
64405,0.64,,medical
64408,0.55,,medical
64410,0.55,,medical
64413,0.73,,medical
64415,0.68,,medical
64416,0.45,,medical
64417,0.68,,medical
64418,0.64,,medical
64420,0.73,,medical
64421,1.14,,medical
64425,0.77,,medical
64430,0.59,,medical
64435,0.55,,medical
64445,0.59,,medical
64446,0.45,,medical
64447,0.59,,medical
64448,0.41,,medical
64449,0.82,,medical
64450,0.35,,medical
64455,0.23,,medical
64461,1.20,,medical
64462,0.66,,medical
64463,1.28,,medical
64479,0.82,,medical
64480,0.41,,medical
64483,0.68,,medical
64484,0.34,,medical
64486,0.94,,medical
64487,1.08,,medical
64488,1.09,,medical
64489,1.47,,medical
64490,0.55,,medical
64491,0.41,,medical
64492,0.41,,medical
64493,0.55,,medical
64494,0.32,,medical
64495,0.32,,medical
64505,0.45,,medical
64508,0.45,,medical
64510,1.27,,medical
64517,1.50,,medical
64520,1.18,,medical
64530,1.50,,medical
64550,0.32,,medical
64553,0.73,,medical
64555,0.73,,medical
64561,0.73,,medical
64566,0.36,,medical
64568,1.55,,medical
64569,1.55,,medical
64570,1.36,,medical
64575,1.09,,medical
64580,1.09,,medical
64581,1.09,,medical
64585,1.09,,medical
64590,1.09,,medical
64595,0.91,,medical
64600,0.95,,medical
64605,1.36,,medical
64610,1.55,,medical
64611,0.34,,medical
64612,1.55,,medical
64615,1.19,,medical
64616,0.91,,medical
64617,1.30,,medical
64620,0.75,,medical
64630,1.23,,medical
64632,0.82,,medical
64633,2.00,,medical
64634,0.60,,medical
64635,1.96,,medical
64636,0.52,,medical
64640,0.82,,medical
64642,1.17,,medical
64643,0.75,,medical
64644,1.34,,medical
64645,0.93,,medical
64646,1.22,,medical
64647,1.45,,medical
64650,0.27,,medical
64653,0.36,,medical
64680,2.46,,medical
64681,3.46,,medical
64702,2.73,,medical
64704,3.27,,medical
64708,5.45,,medical
64712,6.36,,medical
64713,6.73,,medical
64714,5.00,,medical
64716,5.91,,medical
64718,5.91,,medical
64719,3.95,,medical
64721,4.18,,medical
64722,4.18,,medical
64726,1.82,,medical
64727,2.80,,medical
64732,2.73,,medical
64734,2.73,,medical
64736,3.27,,medical
64738,4.00,,medical
64740,5.00,,medical
64742,5.00,,medical
64744,3.18,,medical
64746,2.27,,medical
64755,10.00,,medical
64760,6.36,,medical
64763,2.73,,medical
64766,4.09,,medical
64771,4.55,,medical
64772,2.73,,medical
64774,2.09,,medical
64776,2.18,,medical
64778,0.89,,medical
64782,2.91,,medical
64783,1.45,,medical
64784,4.27,,medical
64786,6.09,,medical
64787,3.18,,medical
64788,3.27,,medical
64790,5.00,,medical
64792,5.91,,medical
64795,1.82,,medical
64802,6.59,,medical
64804,9.64,,medical
64809,9.36,,medical
64818,6.82,,medical
64820,3.36,,medical
64821,3.36,,medical
64822,3.36,,medical
64823,3.36,,medical
64831,3.41,,medical
64832,2.27,,medical
64834,3.73,,medical
64835,3.91,,medical
64836,4.55,,medical
64837,2.27,,medical
64840,5.45,,medical
64856,6.82,,medical
64857,5.45,,medical
64858,6.36,,medical
64859,2.82,,medical
64861,6.36,,medical
64862,8.00,,medical
64864,6.18,,medical
64865,7.73,,medical
64866,10.91,,medical
64868,10.91,,medical
64872,1.80,,medical
64874,2.69,,medical
64876,3.05,,medical
64885,7.39,,medical
64886,9.09,,medical
64890,5.91,,medical
64891,7.27,,medical
64892,5.91,,medical
64893,7.27,,medical
64895,8.91,,medical
64896,10.91,,medical
64897,8.91,,medical
64898,10.91,,medical
64901,2.95,,medical
64902,4.45,,medical
64905,3.64,,medical
64907,5.18,,medical
64910,4.55,,medical
64911,5.36,,medical
64912,6.45,,medical
64913,1.31,,medical
64999,BR,,medical
65091,5.15,,medical
65093,5.62,,medical
65101,5.15,,medical
65103,5.62,,medical
65105,7.02,,medical
65110,9.37,,medical
65112,10.54,,medical
65114,11.24,,medical
65125,2.25,,medical
65130,5.15,,medical
65135,5.85,,medical
65140,7.02,,medical
65150,5.15,,medical
65155,7.02,,medical
65175,3.75,,medical
65205,0.27,,medical
65210,0.30,,medical
65220,0.34,,medical
65222,0.38,,medical
65235,6.09,,medical
65260,6.09,,medical
65265,7.02,,medical
65270,0.56,,medical
65272,0.84,,medical
65273,1.40,,medical
65275,1.22,,medical
65280,5.62,,medical
65285,7.49,,medical
65286,2.81,,medical
65290,3.75,,medical
65400,3.93,,medical
65410,0.70,,medical
65420,3.09,,medical
65426,4.21,,medical
65430,0.33,,medical
65435,0.47,,medical
65436,0.94,,medical
65450,0.75,,medical
65600,2.53,,medical
65710,10.30,,medical
65730,12.64,,medical
65750,13.11,,medical
65755,13.58,,medical
65756,11.52,,medical
65757,BR,,medical
65760,11.71,,medical
65765,13.58,,medical
65767,12.64,,medical
65770,12.64,,medical
65771,6.88,,medical
65772,3.37,,medical
65775,4.21,,medical
65778,11.24,,medical
65779,8.90,,medical
65780,7.02,,medical
65781,10.77,,medical
65782,9.37,,medical
65785,22.28,,medical
65800,0.75,,medical
65810,3.75,,medical
65815,4.21,,medical
65820,6.09,,medical
65850,5.62,,medical
65855,5.06,,medical
65860,3.75,,medical
65865,5.62,,medical
65870,4.03,,medical
65875,4.03,,medical
65880,4.03,,medical
65900,5.81,,medical
65920,7.49,,medical
65930,4.78,,medical
66020,0.94,,medical
66030,0.66,,medical
66130,4.68,,medical
66150,7.49,,medical
66155,7.02,,medical
66160,7.02,,medical
66170,7.96,,medical
66172,9.55,,medical
66174,7.96,,medical
66175,8.24,,medical
66179,10.13,,medical
66180,8.90,,medical
66183,9.69,,medical
66184,7.38,,medical
66185,5.34,,medical
66220,10.30,,medical
66225,12.17,,medical
66250,5.15,,medical
66500,2.34,,medical
66505,1.87,,medical
66600,7.02,,medical
66605,9.55,,medical
66625,5.24,,medical
66630,5.24,,medical
66635,5.24,,medical
66680,4.31,,medical
66682,5.15,,medical
66700,4.50,,medical
66710,4.68,,medical
66711,6.37,,medical
66720,4.50,,medical
66740,6.09,,medical
66761,4.68,,medical
66762,4.78,,medical
66770,4.68,,medical
66820,3.56,,medical
66821,3.98,,medical
66825,6.93,,medical
66830,4.78,,medical
66840,8.71,,medical
66850,9.37,,medical
66852,11.24,,medical
66920,8.24,,medical
66930,9.37,,medical
66940,8.90,,medical
66982,11.71,,medical
66983,9.27,,medical
66984,9.74,,medical
66985,7.87,,medical
66986,10.30,,medical
66990,0.78,,medical
66999,BR,,medical
67005,8.43,,medical
67010,9.83,,medical
67015,3.93,,medical
67025,4.68,,medical
67027,17.33,,medical
67028,1.83,,medical
67030,5.62,,medical
67031,4.68,,medical
67036,13.58,,medical
67039,14.98,,medical
67040,15.92,,medical
67041,12.64,,medical
67042,15.45,,medical
67043,15.92,,medical
67101,7.96,,medical
67105,7.96,,medical
67107,11.99,,medical
67108,18.73,,medical
67110,9.37,,medical
67113,16.39,,medical
67115,3.56,,medical
67120,4.50,,medical
67121,5.15,,medical
67141,4.96,,medical
67145,5.15,,medical
67208,5.15,,medical
67210,5.34,,medical
67218,10.30,,medical
67220,5.34,,medical
67221,1.73,,medical
67225,0.89,,medical
67227,5.53,,medical
67228,5.71,,medical
67229,5.90,,medical
67250,7.49,,medical
67255,9.37,,medical
67299,BR,,medical
67311,5.62,,medical
67312,7.02,,medical
67314,6.18,,medical
67316,7.73,,medical
67318,7.02,,medical
67320,7.82,,medical
67331,3.28,,medical
67332,3.98,,medical
67334,6.18,,medical
67335,1.87,,medical
67340,3.51,,medical
67343,2.81,,medical
67345,1.78,,medical
67346,1.97,,medical
67399,BR,,medical
67400,7.96,,medical
67405,6.56,,medical
67412,7.49,,medical
67413,7.49,,medical
67414,7.63,,medical
67415,1.12,,medical
67420,13.11,,medical
67430,12.36,,medical
67440,11.71,,medical
67445,10.13,,medical
67450,9.18,,medical
67500,0.43,,medical
67505,0.94,,medical
67515,0.42,,medical
67550,5.62,,medical
67560,5.62,,medical
67570,9.37,,medical
67599,BR,,medical
67700,0.37,,medical
67710,0.47,,medical
67715,0.56,,medical
67800,0.56,,medical
67801,0.75,,medical
67805,0.84,,medical
67808,1.45,,medical
67810,0.56,,medical
67820,0.23,,medical
67825,0.56,,medical
67830,0.66,,medical
67835,4.68,,medical
67840,0.80,,medical
67850,0.70,,medical
67875,0.94,,medical
67880,2.29,,medical
67882,3.28,,medical
67900,3.44,,medical
67901,4.64,,medical
67902,4.68,,medical
67903,8.85,,medical
67904,8.43,,medical
67906,8.01,,medical
67908,6.56,,medical
67909,5.62,,medical
67911,7.49,,medical
67912,7.49,,medical
67914,2.62,,medical
67915,0.80,,medical
67916,3.84,,medical
67917,4.68,,medical
67921,2.01,,medical
67922,0.80,,medical
67923,3.84,,medical
67924,4.87,,medical
67930,1.73,,medical
67935,2.34,,medical
67938,0.47,,medical
67950,5.62,,medical
67961,5.15,,medical
67966,6.56,,medical
67971,6.56,,medical
67973,7.49,,medical
67974,8.43,,medical
67975,2.34,,medical
67999,BR,,medical
68020,0.42,,medical
68040,0.42,,medical
68100,0.66,,medical
68110,0.89,,medical
68115,1.40,,medical
68130,2.81,,medical
68135,0.75,,medical
68200,0.37,,medical
68320,5.62,,medical
68325,6.56,,medical
68326,6.09,,medical
68328,7.02,,medical
68330,2.81,,medical
68335,4.21,,medical
68340,4.21,,medical
68360,3.28,,medical
68362,4.68,,medical
68371,2.81,,medical
68399,BR,,medical
68400,1.03,,medical
68420,0.84,,medical
68440,0.47,,medical
68500,5.62,,medical
68505,4.68,,medical
68510,0.94,,medical
68520,4.21,,medical
68525,0.94,,medical
68530,3.28,,medical
68540,7.02,,medical
68550,7.02,,medical
68700,5.15,,medical
68705,0.75,,medical
68720,7.49,,medical
68745,7.96,,medical
68750,8.43,,medical
68760,0.75,,medical
68761,0.56,,medical
68770,2.34,,medical
68801,0.28,,medical
68810,0.70,,medical
68811,1.03,,medical
68815,1.40,,medical
68816,4.21,,medical
68840,0.37,,medical
68850,0.47,,medical
68899,BR,,medical
69000,0.52,,medical
69005,1.69,,medical
69020,0.56,,medical
69090,0.23,,medical
69100,0.70,,medical
69105,0.70,,medical
69110,2.81,,medical
69120,6.56,,medical
69140,11.24,,medical
69145,1.87,,medical
69150,7.02,,medical
69155,10.30,,medical
69200,0.52,,medical
69205,2.06,,medical
69209,0.12,,medical
69210,0.21,,medical
69220,0.28,,medical
69222,1.26,,medical
69300,6.09,,medical
69310,8.90,,medical
69320,8.90,,medical
69399,BR,,medical
69420,1.03,,medical
69421,1.40,,medical
69424,1.87,,medical
69433,1.40,,medical
69436,1.87,,medical
69440,6.09,,medical
69450,6.09,,medical
69501,6.56,,medical
69502,8.71,,medical
69505,9.83,,medical
69511,11.24,,medical
69530,14.05,,medical
69535,14.05,,medical
69540,1.12,,medical
69550,9.37,,medical
69552,11.24,,medical
69554,14.05,,medical
69601,7.02,,medical
69602,11.24,,medical
69603,11.24,,medical
69604,11.24,,medical
69605,12.17,,medical
69610,0.84,,medical
69620,7.49,,medical
69631,10.11,,medical
69632,11.43,,medical
69633,12.17,,medical
69635,11.71,,medical
69636,12.46,,medical
69637,13.11,,medical
69641,12.64,,medical
69642,13.30,,medical
69643,13.11,,medical
69644,13.86,,medical
69645,12.64,,medical
69646,13.58,,medical
69650,6.56,,medical
69660,10.49,,medical
69661,10.49,,medical
69662,12.55,,medical
69666,9.37,,medical
69667,9.37,,medical
69670,11.24,,medical
69676,6.56,,medical
69700,2.81,,medical
69710,BR,,medical
69711,7.68,,medical
69714,9.27,,medical
69715,11.09,,medical
69717,9.55,,medical
69718,11.46,,medical
69720,11.24,,medical
69725,18.73,,medical
69740,13.11,,medical
69745,18.73,,medical
69799,BR,,medical
69801,8.43,,medical
69805,11.24,,medical
69806,13.49,,medical
69905,9.37,,medical
69910,11.24,,medical
69915,16.86,,medical
69930,13.11,,medical
69949,BR,,medical
69950,18.73,,medical
69955,18.73,,medical
69960,18.73,,medical
69970,23.41,,medical
69979,BR,,medical
69990,1.98,,medical
